"Taxon","Mean_Healthy","Mean_Cancer","Log2FoldChange","Pvalue","FDR"
"516022",13.4631578947368,6.62222222222222,-0.924099010644015,0.00622103908362789,0.018963365508478
"181882",30.2,15.4222222222222,-0.92589666615841,0.0062242363714719,0.018963365508478
"237324",11.4842105263158,13.0333333333333,0.168753141242821,0.00641449923528233,0.018963365508478
"16076",18.0421052631579,6.95555555555556,-1.25915840335571,0.00653359651972771,0.018963365508478
"177005",10.1684210526316,4.67777777777778,-0.97602694797587,0.00850393868756555,0.0240944929481024
"204932",5.51578947368421,2.71111111111111,-0.812088794738939,0.00906219152470436,0.0246391154473806
"248140",81,36.1,-1.14420472288464,0.00926129726182368,0.0246391154473806
"13860",20.4315789473684,7.11111111111111,-1.40176668030704,0.00931731256413551,0.0246391154473806
"334393",8.67368421052632,3.93333333333333,-0.971502672937656,0.0101887363611087,0.0259170867186189
"14227",3.58947368421053,8.5,1.04959879699761,0.0104127246694817,0.0259170867186189
"345319",12.0421052631579,6.16666666666667,-0.863802609828712,0.0104539509453253,0.0259170867186189
"211903",13.5473684210526,7.32222222222222,-0.805717479928235,0.0120619455237029,0.02929329627185
"127309",17.6736842105263,7.1,-1.20501277797285,0.0146538192883115,0.0348760899061814
"277489",9.73684210526316,5.82222222222222,-0.654256079487406,0.0158581495721908,0.0366518426678916
"64396",67.7052631578947,258.122222222222,1.91514021993767,0.0160607269256774,0.0366518426678916
"470429",92.3052631578947,236.3,1.34668173258835,0.0163239299277164,0.0366518426678916
"194651",4.52631578947368,2.48888888888889,-0.663550351660584,0.0168451444441736,0.0371217072010493
"295422",11.0210526315789,4.23333333333333,-1.19976117374879,0.0177133041530761,0.0383251489857465
"374052",58.7684210526316,154.355555555556,1.37811849791789,0.0188629630653319,0.0396286891864194
"526531",12.0842105263158,5.27777777777778,-1.05950101174866,0.0189818091061,0.0396286891864194
"278234",6.66315789473684,2.58888888888889,-1.0944017735035,0.0197301528837381,0.0404808309166351
"345104",139.873684210526,71.4111111111111,-0.96011914187706,0.0208769800657269,0.0421078072512119
"268332",23.8947368421053,11.8555555555556,-0.953448807117994,0.023162545629119,0.0459390488310859
"172962",54.0526315789474,23.3666666666667,-1.17590262245944,0.0242384108933485,0.0469446670732987
"208415",21.5473684210526,10.8777777777778,-0.924694115028493,0.0244585660381892,0.0469446670732987
"541301",26.8421052631579,12.3777777777778,-1.05742981824041,0.0281772881333359,0.0532237664740789
"584417",12.2526315789474,10.6111111111111,-0.190772828749498,0.0313781973438046,0.0583438356861367
"205618",7.9578947368421,3.22222222222222,-1.08515720135374,0.0368210265962519,0.0674108025377535
"571220",6.31578947368421,2.93333333333333,-0.8952611055266,0.0394256361076272,0.0710856166182976
"130228",33.1052631578947,15.1,-1.08293370621378,0.0413100188002298,0.0733715259287663
"274244",18.2526315789474,8.6,-1.00394934558397,0.0436359744356412,0.075229758527779
"197476",26.7052631578947,5.06666666666667,-2.19118412081412,0.0443298470031538,0.075229758527779
"321740",15.5263157894737,7.68888888888889,-0.927521534470364,0.0444348587429068,0.075229758527779
"352304",17.3263157894737,7.28888888888889,-1.14466615539459,0.0452406217442538,0.075229758527779
"114821",4.66315789473684,3.01111111111111,-0.49760482366818,0.0455171648235301,0.075229758527779
"49274",37.8631578947368,23.9888888888889,-0.637116379866684,0.0485574980966084,0.0791553736095398
"303877",23.3052631578947,8.85555555555556,-1.30225965147178,0.0520491167250966,0.0837006066254932
"181432",5.81052631578947,2.98888888888889,-0.771779356168182,0.0591298863988818,0.0938194197528925
"25165",33.8315789473684,24.3222222222222,-0.459991855045968,0.0621647345789939,0.0973368870381616
"213255",15.2526315789474,4.24444444444444,-1.63181147590497,0.0656553191753062,0.101467311452746
"470993",2.49473684210526,11.0666666666667,1.78777146845871,0.0682537707031925,0.104130752739486
"181016",6.47368421052632,3.84444444444444,-0.625488377613844,0.0846900301284736,0.127571058041625
"244304",41.9894736842105,26.6,-0.639315180656047,0.0878978402962725,0.130748037440705
"329241",9.22105263157895,6.33333333333333,-0.479002759172104,0.090557225971618,0.133040862847192
"142842",4.74736842105263,2.26666666666667,-0.815082284082215,0.118151203263258,0.171463331564971
"158660",29.9263157894737,17.7333333333333,-0.723227347612925,0.122046603974926,0.174982480397785
"181943",101.663157894737,36.0111111111111,-1.47188819073589,0.125560296949132,0.176744540204785
"198426",30.1263157894737,16.7222222222222,-0.81257530746682,0.126246100146275,0.176744540204785
"469800",6.4,2.84444444444444,-0.944750139434537,0.127828080403632,0.176878390325956
"94166",7.01052631578947,4.31111111111111,-0.592883323521524,0.135367144828813,0.185157359018722
"6821",9.27368421052632,2.26666666666667,-1.65306248072525,0.147590011878981,0.199581947881804
"291090",11.3473684210526,7.44444444444444,-0.548129177696287,0.171198282045669,0.228905568128479
"582284",8.9578947368421,6.91111111111111,-0.331960430371722,0.176902705858529,0.233904688857388
"332077",111.578947368421,56.6666666666667,-0.96512752680589,0.18361921780483,0.240117438667854
"470462",23.0421052631579,28.3888888888889,0.289707583639819,0.224501644593619,0.290387996811311
"15054",11.7578947368421,31.0333333333333,1.32818365002323,0.231449562404422,0.296155891678777
"249661",5.35789473684211,3.71111111111111,-0.432481772760607,0.239256768854444,0.300793577378177
"208386",10.4526315789474,7.37777777777778,-0.451039615980402,0.240129326478377,0.300793577378177
"206442",13.4315789473684,7.58888888888889,-0.748685739853105,0.277178070717572,0.343585316826991
"470805",7.43157894736842,10.2888888888889,0.421028766364729,0.311953819198273,0.382706231799943
"145149",9.11578947368421,8.04444444444444,-0.161505124506231,0.356464315072697,0.432849525445417
"89770",44.8947368421053,38.1333333333333,-0.229930713831809,0.362737819893327,0.436018187548545
"316587",5.55789473684211,3.96666666666667,-0.400954819839411,0.374624623642627,0.445803302134727
"469918",6,3.16666666666667,-0.748461233004036,0.387944272646489,0.457082855890418
"469991",13.2,17.1111111111111,0.350984128171445,0.445236191596741,0.515692742183773
"500281",41.0315789473684,64.7888888888889,0.64637029379085,0.44635590289856,0.515692742183773
"13825",11.0210526315789,7.22222222222222,-0.547962962845259,0.457873504820911,0.52391295263162
"38895",15.6421052631579,22.5777777777778,0.502589800557667,0.464997688575008,0.526997380385009
"539107",54.2421052631579,96.0555555555556,0.813042495187311,0.50426289296453,0.566106455309236
"470139",16.3157894736842,10.9222222222222,-0.538434995864808,0.530008883583547,0.58944913220974
"183673",12.7263157894737,12.4888888888889,-0.0251729359741216,0.551572243495056,0.601188783517203
"106565",102.989473684211,43.6333333333333,-1.22024403926976,0.554634089179347,0.601188783517203
"315575",12.3052631578947,6.52222222222222,-0.822766212600834,0.5557207242596,0.601188783517203
"561636",13.5263157894737,17.9555555555556,0.383951891654033,0.580361706833232,0.622189577595987
"550936",4.94736842105263,18.5222222222222,1.7147939307071,0.632337425537147,0.671858514633218
"102425",35.5157894736842,26.4111111111111,-0.413759612984986,0.771080956784764,0.801119892801494
"90431",4.8421052631579,10.3111111111111,0.9531803968395,0.778231376018507,0.801119892801494
"484338",26.4736842105263,27.2666666666667,0.041051375828381,0.778985619407862,0.801119892801494
"470239",22.6,18.3333333333333,-0.287696460068063,0.780923592982969,0.801119892801494
"305760",103.463157894737,147.677777777778,0.509194808350013,0.807683457974478,0.821490012811649
"195926",312.157894736842,465.8,0.575914311180903,0.860444049197279,0.86773594791929
"185187",30.578947368421,17.0111111111111,-0.810075897864429,0.991084624001571,0.991084624001571
