"Taxon","Mean_Healthy","Mean_Cancer","Log2FoldChange","Pvalue","FDR"
"186029",13.5894736842105,4.53333333333333,-1.39870709806786,5.3961475504309e-07,6.42141558501278e-05
"180285",257.894736842105,106.122222222222,-1.27310784209194,1.37023666535519e-06,8.15290815886335e-05
"557450",13.3789473684211,6.96666666666667,-0.851909947586913,6.54094936436079e-06,0.000259457658119644
"72853",47.4631578947368,13.5555555555556,-1.73531850970614,1.12651352703102e-05,0.000335137774291728
"192071",10.8210526315789,6.5,-0.656396008461135,2.06487772539863e-05,0.000422057697684243
"194648",13.8210526315789,5.08888888888889,-1.2833970236755,2.12802200513064e-05,0.000422057697684243
"308873",4.02105263157895,2.15555555555556,-0.670095824499557,0.00012036694876063,0.00204623812893071
"174809",145.8,74.3444444444444,-0.962278925073336,0.000199431306358739,0.00296654068208624
"178578",19.8842105263158,9.55555555555556,-0.984410095167292,0.000242751872661122,0.00320971920518594
"318760",7.86315789473684,2.71111111111111,-1.25596961859107,0.000378589930308306,0.00397925777160032
"198941",9.75789473684211,6.61111111111111,-0.499216791088459,0.000422106465135191,0.00397925777160032
"322235",44.8,15.4777777777778,-1.47482590708463,0.000430049937827163,0.00397925777160032
"319438",6.46315789473684,3.23333333333333,-0.817992117744922,0.000462419758878814,0.00397925777160032
"261912",25.7789473684211,12.4222222222222,-0.996475703958003,0.000468147973129449,0.00397925777160032
"190467",5.72631578947368,2.33333333333333,-1.01285091844984,0.000515686468713802,0.00409111265179617
"469709",286,118,-1.27008916336774,0.000574162373141683,0.00427033265024127
"212503",14.0736842105263,9.03333333333333,-0.587231087782125,0.000631573545237621,0.00442101481666335
"320768",25.7894736842105,10.9,-1.17070466421153,0.00068085760907731,0.00450122530445555
"181056",81.7263157894737,37.1111111111111,-1.11813466342,0.000736442213997586,0.00461245386661646
"157566",55.2526315789474,29.2777777777778,-0.893661265921128,0.000860694502195654,0.00512113228806414
"182512",9.36842105263158,5.05555555555556,-0.775864982678178,0.000932549185141871,0.0052844453824706
"203590",17.5473684210526,6.64444444444444,-1.27873094221704,0.00106828135524227,0.00577843096699229
"199293",13.7473684210526,9.53333333333333,-0.485495479531285,0.00118209005775046,0.00611603116836108
"194870",8.81052631578947,5.18888888888889,-0.664650115312975,0.00133717721217129,0.00663017034368266
"349216",35.821052631579,16.6888888888889,-1.05768744137673,0.00151733482631649,0.00722251377326651
"214980",6.26315789473684,2.98888888888889,-0.864610005841207,0.00206861163734254,0.00946787634014472
"363076",7.28421052631579,3.55555555555556,-0.862737214000768,0.00227418936966572,0.0100232790737119
"203620",7.9578947368421,2.54444444444444,-1.33760019591982,0.00247677961169041,0.0105263133496842
"184729",32.8526315789474,12.1222222222222,-1.3672559297805,0.00268570211405584,0.0110206397094015
"470973",41.7894736842105,25.6444444444444,-0.683421181546892,0.00333327935140647,0.0132220080939123
"182539",45.1052631578947,31.0555555555556,-0.524357038954417,0.00351162252324482,0.0134800993634237
"347862",39.8631578947368,21.4666666666667,-0.863014608809376,0.00364790173490149,0.0135656345766649
"252508",27.2526315789474,11.7555555555556,-1.14725951752322,0.00425303674717005,0.015336708270098
"117676",11.1263157894737,5.88888888888889,-0.815798084166801,0.00522105783105448,0.0179288597951791
"195572",15.8105263157895,8.6,-0.808258583246491,0.00538451324581971,0.0179288597951791
"174194",22.5052631578947,11.9222222222222,-0.863129642347981,0.00551742055728734,0.0179288597951791
"182994",12.5578947368421,7.97777777777778,-0.59470288336155,0.00557451943211451,0.0179288597951791
